phylum;class;order;family;genus;species
Tracheophyta;Magnoliopsida;Saxifragales;Crassulaceae;Kalanchoe;Kalanchoe houghtonii
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus;Corchorus hirsutus
Tracheophyta;Magnoliopsida;Saxifragales;Crassulaceae;Kalanchoe;Kalanchoe laetivirens
Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;Zanthoxylum schreberi
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Hilairanthus;Hilairanthus germinans
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Indigofera;Indigofera tinctoria
Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;Callinectes bocourti
Arthropoda;Insecta;Lepidoptera;Nymphalidae;Dione;
Tracheophyta;Liliopsida;Poales;Poaceae;Bothriochloa;Bothriochloa pertusa
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Selenicereus;Selenicereus undatus
Arthropoda;Insecta;Diptera;Syrphidae;Pseudodoros;Pseudodoros clavatus
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Plumeria;Plumeria rubra
Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Blighia;Blighia sapida
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea tiliacea
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Youngia;Youngia japonica
Tracheophyta;Liliopsida;Asparagales;Asphodelaceae;Aloe;Aloe vera
Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Crinum;Crinum amabile
Tracheophyta;Liliopsida;Poales;Poaceae;Echinochloa;Echinochloa colona
Tracheophyta;Magnoliopsida;Vitales;Vitaceae;Cissus;Cissus verticillata
Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Lantana;Lantana camara
Tracheophyta;Polypodiopsida;Polypodiales;Pteridaceae;Pteris;Pteris vittata
Tracheophyta;Liliopsida;Commelinales;Commelinaceae;Commelina;Commelina erecta
Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia guianensis
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Inga;Inga laurina
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Polites;
Arthropoda;Insecta;Hemiptera;Coreidae;Leptoglossus;Leptoglossus balteatus
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Pentalinon;Pentalinon luteum
Tracheophyta;Liliopsida;Poales;Poaceae;Cenchrus;Cenchrus setaceus
Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Jasminum;Jasminum fluminense
Tracheophyta;Magnoliopsida;Myrtales;Onagraceae;Ludwigia;Ludwigia octovalvis
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Solanum;Solanum torvum
Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Yucca;Yucca aloifolia
Tracheophyta;Polypodiopsida;Polypodiales;Nephrolepidaceae;Nephrolepis;Nephrolepis brownii
Chordata;Reptilia;Squamata;Sphaerodactylidae;Sphaerodactylus;Sphaerodactylus parvus
Arthropoda;Insecta;Lepidoptera;Arctiidae;Empyreuma;Empyreuma pugione
Arthropoda;Insecta;Orthoptera;Acrididae;Schistocerca;Schistocerca pallens
Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia dodecandra
Arthropoda;Insecta;Hymenoptera;Evaniidae;Evania;Evania appendigaster
Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Tecoma;Tecoma stans
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Adelia;Adelia ricinella
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Distimake;Distimake quinquefolius
Arthropoda;Insecta;Hemiptera;Pyrrhocoridae;Dysdercus;Dysdercus andreae
Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Antigonon;Antigonon leptopus
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Ditaxis;Ditaxis fasciculata
Tracheophyta;Liliopsida;Arecales;Arecaceae;Cocos;Cocos nucifera
Chordata;Reptilia;Squamata;Gymnophthalmidae;Gymnophthalmus;Gymnophthalmus underwoodi
Tracheophyta;Liliopsida;Alismatales;Araceae;Syngonium;Syngonium podophyllum
Tracheophyta;Liliopsida;Poales;Bromeliaceae;Catopsis;Catopsis floribunda
Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Cardiospermum;Cardiospermum halicacabum
Tracheophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Stigmaphyllon;Stigmaphyllon emarginatum
Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Monteverdia;Monteverdia laevigata
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Pilosocereus;Pilosocereus lanuginosus
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Centrosema;Centrosema virginianum
Tracheophyta;Liliopsida;Poales;Bromeliaceae;Bromelia;Bromelia pinguin
Tracheophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;Boerhavia;
Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Agave;Agave sisalana
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Guettarda;Guettarda odorata
Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Sideroxylon;Sideroxylon obovatum
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Alysicarpus;Alysicarpus vaginalis
Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Crossopetalum;Crossopetalum rhacoma
Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Anacardium;Anacardium occidentale
Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona muricata
Tracheophyta;Liliopsida;Poales;Poaceae;Anthephora;Anthephora hermaphrodita
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Melocactus;
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Ditaxis;Ditaxis argothamnoides
Tracheophyta;Magnoliopsida;Brassicales;Bataceae;Batis;Batis maritima
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Rhynchosia;Rhynchosia reticulata
Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Morisonia;Morisonia americana
Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Myrciaria;Myrciaria floribunda
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia prostrata
Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Tabebuia;Tabebuia heterophylla
Tracheophyta;Magnoliopsida;Boraginales;Heliotropiaceae;Myriopus;Myriopus volubilis
Tracheophyta;Liliopsida;Poales;Poaceae;Lasiacis;Lasiacis divaricata
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Lepidaploa;Lepidaploa glabra
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia;Justicia sessilis
Tracheophyta;Magnoliopsida;Malpighiales;Passifloraceae;Passiflora;Passiflora suberosa
Tracheophyta;Magnoliopsida;Caryophyllales;Portulacaceae;Portulaca;Portulaca oleracea
Tracheophyta;Magnoliopsida;Caryophyllales;Phytolaccaceae;Rivina;Rivina humilis
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Psychotria;Psychotria nervosa
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Dalechampia;Dalechampia scandens
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Croton;Croton astroites
;;;;;
Tracheophyta;Magnoliopsida;Caryophyllales;Portulacaceae;Portulaca;Portulaca pilosa
Tracheophyta;Liliopsida;Poales;Bromeliaceae;Tillandsia;Tillandsia utriculata
Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Ziziphus;Ziziphus jujuba
Tracheophyta;Liliopsida;Poales;Bromeliaceae;Tillandsia;Tillandsia recurvata
Tracheophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;Commicarpus;Commicarpus scandens
Tracheophyta;Liliopsida;Poales;Poaceae;Tragus;Tragus berteronianus
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Cephalocereus;
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia petiolaris
Tracheophyta;Polypodiopsida;Polypodiales;Polypodiaceae;Phlebodium;Phlebodium aureum
Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Krugiodendron;Krugiodendron ferreum
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Senegalia;Senegalia riparia
Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Jacquinia;Jacquinia armillaris
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Opuntia;Opuntia stricta
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Gymnanthes;Gymnanthes lucida
Tracheophyta;Liliopsida;Poales;Poaceae;;
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Tragia;Tragia volubilis
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Wedelia;Wedelia calycina
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida glabra
Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;Amaranthus spinosus
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Synedrella;Synedrella nodiflora
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Exostema;Exostema caribaeum
Tracheophyta;Magnoliopsida;Malpighiales;Erythroxylaceae;Erythroxylum;Erythroxylum rotundifolium
Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Eugenia;Eugenia biflora
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Erithalis;Erithalis fruticosa
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Opuntia;Opuntia cochenillifera
Tracheophyta;Liliopsida;Commelinales;Commelinaceae;Callisia;Callisia repens
Tracheophyta;Liliopsida;Poales;Cyperaceae;Eleocharis;Eleocharis geniculata
Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Eugenia;Eugenia procera
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia spinifex
Tracheophyta;Liliopsida;Poales;Cyperaceae;Scleria;Scleria lithosperma
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Rhynchosia;Rhynchosia minima
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Chiococca;Chiococca alba
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida spinosa
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Teramnus;Teramnus labialis
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Mitracarpus;Mitracarpus hirtus
Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;Amaranthus tortuosus
Tracheophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Malpighia;Malpighia emarginata
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Stylosanthes;Stylosanthes hamata
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea eggersiana
Tracheophyta;Liliopsida;Poales;Poaceae;Panicum;Panicum ghiesbreghtii
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Abutilon;Abutilon viscosum
Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Phyllanthus;Phyllanthus epiphyllanthus
Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Jacquinia;Jacquinia berteroi
Tracheophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;Pisonia;Pisonia aculeata
Tracheophyta;Magnoliopsida;Picramniales;Picramniaceae;Picramnia;Picramnia pentandra
Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Eugenia;Eugenia rhombea
Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Gyminda;Gyminda latifolia
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Opuntia;
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Porophyllum;Porophyllum ruderale
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;
Tracheophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Bunchosia;Bunchosia glandulifera
Tracheophyta;Magnoliopsida;Boraginales;Cordiaceae;Cordia;Cordia obliqua
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Rauvolfia;Rauvolfia viridis
Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Eugenia;Eugenia monticola
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Bidens;Bidens cynapiifolia
Tracheophyta;Liliopsida;Poales;Cyperaceae;Fimbristylis;Fimbristylis dichotoma
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida cordifolia
Tracheophyta;Magnoliopsida;Myrtales;Combretaceae;Laguncularia;Laguncularia racemosa
Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Amyris;Amyris elemifera
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Rondeletia;Rondeletia anguillensis
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Croton;Croton betulinus
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Eumachia;Eumachia microdon
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Ernodea;Ernodea littoralis
Tracheophyta;Liliopsida;Poales;Bromeliaceae;Tillandsia;Tillandsia usneoides
Tracheophyta;Liliopsida;Poales;Cyperaceae;Cyperus;Cyperus planifolius
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cyanthillium;Cyanthillium cinereum
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vachellia;Vachellia tortuosa
Tracheophyta;Magnoliopsida;Rosales;Cannabaceae;Celtis;Celtis iguanaea
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Chamaecrista;Chamaecrista glandulosa
Tracheophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;Boerhavia;Boerhavia erecta
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Ayenia;Ayenia insulicola
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Bernardia;Bernardia corensis
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Tabernaemontana;Tabernaemontana citrifolia
Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium;Anthurium grandifolium
Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Eugenia;Eugenia foetida
Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Coccoloba;Coccoloba venosa
Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Tetramicra;Tetramicra canaliculata
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Tamarindus;Tamarindus indica
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Crotalaria;Crotalaria incana
Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;Zanthoxylum punctatum
Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia sylvestris
Tracheophyta;Liliopsida;Poales;Poaceae;Cenchrus;Cenchrus echinatus
Tracheophyta;Liliopsida;Poales;Poaceae;Paspalum;Paspalum laxum
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Lycium;Lycium nodosum
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pectis;Pectis linifolia
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Physalis;Physalis angulata
Tracheophyta;Liliopsida;Poales;Cyperaceae;Cyperus;Cyperus rotundus
Tracheophyta;Liliopsida;Poales;Poaceae;Dactyloctenium;Dactyloctenium aegyptium
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia serpens
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia hypericifolia
Tracheophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Byrsonima;Byrsonima crassifolia
Tracheophyta;Liliopsida;Poales;Poaceae;Eragrostis;Eragrostis ciliaris
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Evolvulus;Evolvulus convolvuloides
Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Psychilis;Psychilis correllii
Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Peperomia;Peperomia humilis
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea nil
Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Iresine;Iresine angustifolia
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Catharanthus;Catharanthus roseus
Tracheophyta;Magnoliopsida;Canellales;Canellaceae;Canella;Canella winterana
Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Coccoloba;Coccoloba krugii
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vachellia;Vachellia farnesiana
Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Alternanthera;Alternanthera sessilis
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Ocimum;Ocimum campechianum
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Ibatia;Ibatia maritima
Tracheophyta;Magnoliopsida;Malpighiales;Rhizophoraceae;Rhizophora;Rhizophora mangle
Tracheophyta;Liliopsida;Alismatales;Hydrocharitaceae;Halophila;Halophila stipulacea
Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Tolumnia;Tolumnia urophylla
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida jamaicensis
Tracheophyta;Magnoliopsida;Santalales;Viscaceae;Phoradendron;Phoradendron trinervium
Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Tabebuia;Tabebuia pallida
Tracheophyta;Magnoliopsida;Boraginales;Ehretiaceae;Rochefortia;Rochefortia acanthophora
Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Forestiera;Forestiera eggersiana
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Borrichia;Borrichia arborescens
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Desmodium;Desmodium incanum
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Galactia;Galactia dubia
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Abutilon;Abutilon indicum
Tracheophyta;Magnoliopsida;Zygophyllales;Zygophyllaceae;Guaiacum;Guaiacum officinale
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;
Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Melicoccus;Melicoccus bijugatus
Tracheophyta;Magnoliopsida;Saxifragales;Crassulaceae;Kalanchoe;Kalanchoe pinnata
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Guettarda;Guettarda scabra
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mesosphaerum;Mesosphaerum pectinatum
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Stenostomum;Stenostomum acutatum
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Bidens;
Tracheophyta;Magnoliopsida;Caryophyllales;Talinaceae;Talinum;Talinum fruticosum
Tracheophyta;Liliopsida;Poales;Poaceae;Setaria;Setaria setosa
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Malvastrum;Malvastrum americanum
Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;Zanthoxylum flavum
Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Damburneya;Damburneya coriacea
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida rhombifolia
Tracheophyta;Liliopsida;Liliales;Smilacaceae;Smilax;Smilax ilicifolia
Tracheophyta;Liliopsida;Poales;Poaceae;Sporobolus;Sporobolus pyramidatus
Tracheophyta;Magnoliopsida;Ericales;Pentaphylacaceae;Ternstroemia;Ternstroemia peduncularis
Tracheophyta;Magnoliopsida;Malpighiales;Turneraceae;Turnera;Turnera ulmifolia
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Strumpfia;Strumpfia maritima
Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;Zanthoxylum martinicense
Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia decandra
Tracheophyta;Magnoliopsida;Boraginales;Heliotropiaceae;Heliotropium;Heliotropium indicum
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Plectranthus;Plectranthus ciliatus
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Plectranthus;Plectranthus inflatus
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Chromolaena;Chromolaena odorata
Arthropoda;Arachnida;Araneae;Selenopidae;Selenops;Selenops souliga
Arthropoda;Insecta;Orthoptera;Acrididae;Schistocerca;Schistocerca caribbeana
Arthropoda;Insecta;Lepidoptera;Sphingidae;Hyles;Hyles lineata
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Distimake;Distimake dissectus
Arthropoda;Insecta;Coleoptera;Coccinellidae;Harmonia;Harmonia axyridis
Arthropoda;Insecta;Odonata;Libellulidae;Erythrodiplax;Erythrodiplax umbrata
Echinodermata;Echinoidea;Diadematoida;Diadematidae;Diadema;Diadema antillarum
Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Tripneustes;Tripneustes ventricosus
Annelida;Polychaeta;Phyllodocida;Sigalionidae;Pelogenia;
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Acalypha;Acalypha indica
Arthropoda;Malacostraca;Decapoda;Hippidae;Hippa;Hippa testudinaria
Chordata;Amphibia;Anura;Hylidae;Osteopilus;Osteopilus septentrionalis
Tracheophyta;Liliopsida;Poales;Poaceae;Pharus;Pharus lappulaceus
Tracheophyta;Magnoliopsida;Myrtales;Melastomataceae;Miconia;Miconia laevigata
Mollusca;Gastropoda;Stylommatophora;Bulimulidae;Bulimulus;Bulimulus fraterculus
Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;Calidris pusilla
Chordata;Aves;Charadriiformes;Scolopacidae;Gallinago;Gallinago delicata
Arthropoda;Insecta;Lepidoptera;Nymphalidae;Hypolimnas;Hypolimnas misippus
Chordata;Aves;Cuculiformes;Cuculidae;Coccyzus;Coccyzus americanus
Chordata;Aves;Pelecaniformes;Ardeidae;Egretta;Egretta caerulea
Arthropoda;Insecta;Lepidoptera;Nymphalidae;Anartia;Anartia jatrophae
Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopa;Xylocopa mordax
Arthropoda;Insecta;Lepidoptera;Pieridae;Pyrisitia;Pyrisitia lisa
Arthropoda;Insecta;Diptera;Syrphidae;Palpada;Palpada vinetorum
Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;Numenius hudsonicus
Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;Ischnura ramburii
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Hylephila;Hylephila phyleus
Chordata;Aves;Passeriformes;Hirundinidae;Progne;Progne dominicensis
Arthropoda;Insecta;Coleoptera;Chrysomelidae;Homoschema;
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas discors
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga discolor
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga striata
Arthropoda;Insecta;Lepidoptera;Pieridae;Ascia;Ascia monuste
Chordata;Aves;Anseriformes;Anatidae;Cairina;Cairina moschata
Chordata;Aves;Anseriformes;Anatidae;Aythya;Aythya affinis
Mollusca;Gastropoda;Stylommatophora;Succineidae;;
Chordata;Aves;Charadriiformes;Scolopacidae;Bartramia;Bartramia longicauda
Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis;Pluvialis dominica
Arthropoda;Insecta;Lepidoptera;Noctuidae;Ascalapha;Ascalapha odorata
Chordata;Aves;Charadriiformes;Recurvirostridae;Himantopus;Himantopus himantopus
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Pyrgus;Pyrgus oileus
Mollusca;Gastropoda;;Physidae;Physella;Physella acuta
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Cryptostegia;Cryptostegia grandiflora
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Asystasia;Asystasia gangetica
Arthropoda;Insecta;Lepidoptera;Pieridae;Glutophrissa;Glutophrissa drusilla
Arthropoda;Insecta;Coleoptera;Coccinellidae;Coelophora;Coelophora inaequalis
Arthropoda;Insecta;Coleoptera;Chrysomelidae;Asphaera;Asphaera albicollis
Arthropoda;Insecta;Diptera;Bombyliidae;Villa;
Arthropoda;Insecta;Coleoptera;Cerambycidae;Achryson;Achryson surinamum
Arthropoda;Insecta;Hymenoptera;Evaniidae;Evania;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Pseudosphinx;Pseudosphinx tetrio
Chordata;Reptilia;Testudines;Emydidae;Trachemys;Trachemys scripta
Arthropoda;Insecta;Coleoptera;Tenebrionidae;Zophobas;Zophobas atratus
Tracheophyta;Magnoliopsida;Rosales;Moraceae;Ficus;Ficus benjamina
Tracheophyta;Magnoliopsida;Boraginales;Cordiaceae;Cordia;Cordia sebestena
Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Priva;Priva lappulacea
Arthropoda;Insecta;Hemiptera;Coreidae;Anasa;Anasa scorbutica
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Plumeria;Plumeria pudica
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Consolea;Consolea moniliformis
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Pilosocereus;Pilosocereus curtisii
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Allamanda;Allamanda cathartica
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Cascabela;Cascabela thevetia
Tracheophyta;Magnoliopsida;Brassicales;Moringaceae;Moringa;Moringa oleifera
Tracheophyta;Polypodiopsida;Polypodiales;Thelypteridaceae;Goniopteris;Goniopteris tetragona
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Cassia;Cassia fistula
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Spermacoce;Spermacoce verticillata
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Crotalaria;Crotalaria verrucosa
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Senegalia;Senegalia westiana
Tracheophyta;Liliopsida;Poales;Poaceae;Oplismenus;Oplismenus hirtellus
Arthropoda;Insecta;Coleoptera;Carabidae;Cicindela;Cicindela trifasciata
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Launaea;Launaea intybacea
Arthropoda;Insecta;Coleoptera;Chrysomelidae;Chelymorpha;Chelymorpha cribraria
Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Mansoa;Mansoa alliacea
Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Zephyranthes;Zephyranthes rosea
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Peltophorum;Peltophorum pterocarpum
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Acalypha;Acalypha poiretii
Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium;Anthurium cordatum
Tracheophyta;Magnoliopsida;Boraginales;Heliotropiaceae;Heliotropium;Heliotropium angiospermum
Tracheophyta;Magnoliopsida;Caryophyllales;Aizoaceae;Trianthema;Trianthema portulacastrum
Arthropoda;Malacostraca;Decapoda;Pinnotheridae;Dissodactylus;Dissodactylus mellitae
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Macroptilium;Macroptilium lathyroides
Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Cakile;Cakile lanceolata
Arthropoda;Insecta;Hymenoptera;Megachilidae;Coelioxys;Coelioxys abdominalis
Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachile;Megachile lanata
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;;
